user_id,day_of_week_pst,categorized_created_at_pst,total_posts,followers,followings,likes_count,comments_count,video_view_count,video_duration,day_time_group,EPF,log_EPF
1019395,1,Afternoon,131.0,671.0,378.0,16.0,0.0,106.0,52.9,1_Afternoon,23.84500745156483,3.2126568249763494
1019395,1,Evening,131.0,671.0,378.0,9.0,1.0,145.0,15.166,1_Evening,14.903129657228018,2.7665159236448833
1019395,2,Afternoon,131.0,671.0,378.0,23.5,0.0,3253.0,77.333,2_Afternoon,35.02235469448584,3.584139709473624
1019395,3,Morning,131.0,671.0,378.0,18.0,0.0,142.0,60.033,3_Morning,26.825633383010434,3.3259576599936542
1019395,3,Afternoon,131.0,671.0,378.0,3.0,2.0,467.0,15.233,3_Afternoon,7.451564828614009,2.134351611042346
1019395,3,Evening,131.0,671.0,378.0,10.0,0.0,154.0,14.666,3_Evening,14.903129657228018,2.7665159236448833
1019395,4,Morning,131.0,671.0,378.0,12.0,0.0,316.0,37.233,4_Morning,17.883755588673623,2.9383020598272265
1019395,4,Afternoon,131.0,671.0,378.0,13.0,0.0,232.0,37.739,4_Afternoon,19.374068554396423,3.0142629429603103
1019395,5,Morning,131.0,671.0,378.0,37.0,0.0,1357.0,14.966,5_Morning,55.14157973174367,4.027876709685392
1019395,5,Afternoon,131.0,671.0,378.0,11.5,0.0,162.0,63.483000000000004,5_Afternoon,17.138599105812222,2.8980422149028753
1019395,5,Evening,131.0,671.0,378.0,38.0,2.0,355.0,22.95,5_Evening,59.61251862891207,4.104501449775817
1019395,6,Afternoon,131.0,671.0,378.0,12.0,0.0,222.0,71.666,6_Afternoon,17.883755588673623,2.9383020598272265
1019395,7,Evening,131.0,671.0,378.0,6.0,0.0,136.0,85.033,7_Evening,8.941877794336811,2.2967559157378337
1019396,2,Morning,417.0,922.0,748.0,5.0,0.0,69.0,15.7065,2_Morning,5.422993492407809,1.8598842851049426
1019396,2,Afternoon,417.0,922.0,748.0,3.0,0.0,40.0,16.211199999999998,2_Afternoon,3.2537960954446854,1.4478117831996977
1019396,2,Evening,417.0,922.0,748.0,5.5,1.5,96.0,16.5085,2_Evening,7.592190889370932,2.150853754625268
